	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000162591	63.6269401929004	-3.57875593054968	0.778053276466322	-4.59962837866744	4.23245296461061e-06	0.000373892926310927	MEGF6	ENSG00000162591	MEGF6	protein_coding	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	1	3487951	3611508	-1
ENSG00000172123	21.4482844608105	4.79692997150368	1.04377899808822	4.59573336912289	4.31229845173958e-06	0.000379182798582823	SLFN12	ENSG00000172123	SLFN12	protein_coding	schlafen family member 12 [Source:HGNC Symbol;Acc:HGNC:25500]	17	35411060	35433283	-1
ENSG00000176428	234.659227835604	-1.27358321998024	0.277182377657553	-4.59474816091554	4.33272221099458e-06	0.000379223009001935	VPS37D	ENSG00000176428	VPS37D	protein_coding	VPS37D subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:18287]	7	73667831	73672112	1
ENSG00000162542	33.8086092287899	3.02771206869229	0.659861566525475	4.58840493565161	4.46645619466082e-06	0.000389134873877032	TMCO4	ENSG00000162542	TMCO4	protein_coding	transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393]	1	19682213	19799945	-1
ENSG00000112183	506.315286011894	1.28067779688063	0.279172819287534	4.58740145315364	4.48797158769473e-06	0.000389223946872538	RBM24	ENSG00000112183	RBM24	protein_coding	RNA binding motif protein 24 [Source:HGNC Symbol;Acc:HGNC:21539]	6	17281361	17293871	1
ENSG00000180818	40.4861757637947	2.55397132692485	0.557552197855278	4.5806856053104	4.63454103510593e-06	0.00040010835399894	HOXC10	ENSG00000180818	HOXC10	protein_coding	homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122]	12	53985065	53990279	1
ENSG00000162946	3025.32750669332	-0.913906564880932	0.199638358826884	-4.57781044810844	4.69868161210882e-06	0.000403810225605352	DISC1	ENSG00000162946	DISC1	protein_coding	DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]	1	231626815	232041272	1
ENSG00000128482	123.566777657686	-2.75216434285775	0.60333051390452	-4.56161967517077	5.07605306713548e-06	0.000434276918486956	RNF112	ENSG00000128482	RNF112	protein_coding	ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]	17	19411125	19417276	1
ENSG00000104368	709.083801536633	-1.33855032025616	0.293540032693185	-4.56002647398778	5.11471722647119e-06	0.000435622530414203	PLAT	ENSG00000104368	PLAT	protein_coding	plasminogen activator, tissue type [Source:HGNC Symbol;Acc:HGNC:9051]	8	42175233	42207724	-1
ENSG00000276410	5024.48742092984	-0.942341281511596	0.207269801015788	-4.54644756203445	5.45589549501417e-06	0.000462606353289304	HIST1H2BB	ENSG00000276410	HIST1H2BB	protein_coding	histone cluster 1 H2B family member b [Source:HGNC Symbol;Acc:HGNC:4751]	6	26043277	26043657	-1
ENSG00000245750	791.690707577464	1.98627127088132	0.437943192293252	4.53545415440843	5.74796635410079e-06	0.000485204999837495	NA	ENSG00000245750	DRAIC	lncRNA	downregulated RNA in cancer, inhibitor of cell invasion and migration [Source:HGNC Symbol;Acc:HGNC:27082]	15	69462921	69843120	1
ENSG00000110092	2221.36866394211	-1.24596815268876	0.274941822819362	-4.53175198997415	5.84965031643372e-06	0.000489223870710446	CCND1	ENSG00000110092	CCND1	protein_coding	cyclin D1 [Source:HGNC Symbol;Acc:HGNC:1582]	11	69641087	69654474	1
ENSG00000153132	1271.53868940244	0.950118016109886	0.209661954076672	4.53166632112202	5.85202356401402e-06	0.000489223870710446	CLGN	ENSG00000153132	CLGN	protein_coding	calmegin [Source:HGNC Symbol;Acc:HGNC:2060]	4	140388453	140427661	-1
ENSG00000276672	234.784728754373	1.18420754069631	0.261361621608501	4.53091595241998	5.87285013015225e-06	0.000489223870710446	NA	ENSG00000276672	AL161891.1	lncRNA	novel transcript, sense intronic to RFC3	13	33846190	33850825	1
ENSG00000231793	20.3372895432207	-5.35810416926124	1.18422781370736	-4.52455524793584	6.05226420198868e-06	0.000501967921346598	NA	ENSG00000231793	DOC2GP	transcribed_unitary_pseudogene	double C2 domain gamma, pseudogene [Source:HGNC Symbol;Acc:HGNC:37962]	11	67612651	67616257	-1
ENSG00000129910	312.415816506665	1.54529003839929	0.342170536550214	4.51613997505164	6.29770445231269e-06	0.0005200534811425	CDH15	ENSG00000129910	CDH15	protein_coding	cadherin 15 [Source:HGNC Symbol;Acc:HGNC:1754]	16	89171767	89195492	1
ENSG00000280114	22.8701062101252	3.51280465222354	0.781413032307273	4.49545183787287	6.94223709765088e-06	0.000570796143704256	NA	ENSG00000280114	AL021920.2	unprocessed_pseudogene	phosphodiesterase 4D interacting protein (myomegalin) (PDE4DIP) pseudogene	1	16681097	16688749	-1
ENSG00000228630	27.3096088403936	3.84352267466546	0.855440633547691	4.49303262428109	7.0216022826835e-06	0.00057483315584055	HOTAIR	ENSG00000228630	HOTAIR	lncRNA	HOX transcript antisense RNA [Source:HGNC Symbol;Acc:HGNC:33510]	12	53962308	53974956	-1
ENSG00000187140	279.15646894551	-1.56449542987831	0.348727516810431	-4.4862976233928	7.2471489057447e-06	0.000590751498569996	FOXD3	ENSG00000187140	FOXD3	protein_coding	forkhead box D3 [Source:HGNC Symbol;Acc:HGNC:3804]	1	63323041	63325126	1
ENSG00000002586	304.285047485111	1.56840369252378	0.350158393815466	4.47912636174111	7.49491578929291e-06	0.000608337331564275	CD99	ENSG00000002586	CD99	protein_coding	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]	X	2691187	2741309	1
ENSG00000167552	74642.3379269056	-1.02590445405846	0.22952632800151	-4.46965915845483	7.83443430683822e-06	0.000633188982084163	TUBA1A	ENSG00000167552	TUBA1A	protein_coding	tubulin alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]	12	49184795	49189080	-1
ENSG00000143416	96.1062857396662	1.7952549713371	0.401858407717864	4.46738188590422	7.91827042781093e-06	0.000637253009472089	SELENBP1	ENSG00000143416	SELENBP1	protein_coding	selenium binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10719]	1	151364304	151372707	-1
ENSG00000154642	963.847634769858	1.21558022666304	0.272270891462038	4.46459854792273	8.02190198940282e-06	0.000640347237059365	C21orf91	ENSG00000154642	C21orf91	protein_coding	chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]	21	17788974	17819386	-1
ENSG00000205056	68.5869585835849	3.19103158367256	0.714851913198991	4.46390577510322	8.04789669139615e-06	0.000640347237059365	NA	ENSG00000205056	LINC02397	lncRNA	long intergenic non-protein coding RNA 2397 [Source:HGNC Symbol;Acc:HGNC:53323]	12	92466451	92492091	1
ENSG00000237187	526.045996275502	-1.26641776265835	0.283718568989522	-4.46364073796354	8.05786287880736e-06	0.000640347237059365	NR2F1-AS1	ENSG00000237187	NR2F1-AS1	lncRNA	NR2F1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48622]	5	93360779	93585649	-1
ENSG00000116288	3753.30670719156	-0.9370825782233	0.210378799881366	-4.45426335140102	8.41817217759438e-06	0.000666193100704375	PARK7	ENSG00000116288	PARK7	protein_coding	Parkinsonism associated deglycase [Source:HGNC Symbol;Acc:HGNC:16369]	1	7954291	7985505	1
ENSG00000280623	51.1564234495239	-2.83366126652294	0.636680617856641	-4.45067933128283	8.55990785073401e-06	0.000674598878875482	NA	ENSG00000280623	PCAT14	lncRNA	prostate cancer associated transcript 14 [Source:HGNC Symbol;Acc:HGNC:48977]	22	23536881	23547797	1
ENSG00000120708	72.2140823530256	-1.91880185128886	0.431653432071745	-4.44523710162448	8.77949848933553e-06	0.00068904551573533	TGFBI	ENSG00000120708	TGFBI	protein_coding	transforming growth factor beta induced [Source:HGNC Symbol;Acc:HGNC:11771]	5	136028988	136063818	1
ENSG00000110660	698.635039104176	1.19706275759825	0.269444380177814	4.44270820125575	8.883360407749e-06	0.000694327836314307	SLC35F2	ENSG00000110660	SLC35F2	protein_coding	solute carrier family 35 member F2 [Source:HGNC Symbol;Acc:HGNC:23615]	11	107790991	107928293	-1
ENSG00000047365	1228.15408798079	1.19158613403954	0.268692196185424	4.43476271717705	9.21737540324716e-06	0.000717482012433907	ARAP2	ENSG00000047365	ARAP2	protein_coding	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]	4	35948221	36244514	-1
ENSG00000087245	1986.02540924396	-1.44499984134283	0.32628978337929	-4.42857826064115	9.48562996391886e-06	0.00073437583146508	MMP2	ENSG00000087245	MMP2	protein_coding	matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]	16	55389700	55506691	1
ENSG00000197321	1567.95132098199	1.86720655438911	0.421683098061159	4.42798528794318	9.51173877430683e-06	0.00073437583146508	SVIL	ENSG00000197321	SVIL	protein_coding	supervillin [Source:HGNC Symbol;Acc:HGNC:11480]	10	29457338	29736781	-1
ENSG00000140557	226.807003862855	-2.01801585215996	0.45641899212734	-4.42141078037554	9.80585528917008e-06	0.000754018661972499	ST8SIA2	ENSG00000140557	ST8SIA2	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10870]	15	92393881	92468728	1
ENSG00000158301	772.677970987568	-1.27555093175783	0.288575389080082	-4.4201653364274	9.86254138325006e-06	0.000755319550371244	GPRASP2	ENSG00000158301	GPRASP2	protein_coding	G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:25169]	X	102712176	102717733	1
ENSG00000064309	364.794774826387	1.39280737421362	0.315287621395742	4.41757709372737	9.98134740811778e-06	0.00076073581373306	CDON	ENSG00000064309	CDON	protein_coding	cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]	11	125955796	126063335	-1
ENSG00000167971	139.461445786593	1.62878834082774	0.36876407961035	4.41688448221089	1.00133708962915e-05	0.00076073581373306	CASKIN1	ENSG00000167971	CASKIN1	protein_coding	CASK interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20879]	16	2177180	2196525	-1
ENSG00000042980	31.0574013379259	4.01753098201907	0.910506464718691	4.41241346184216	1.02224658525714e-05	0.00077045751562654	ADAM28	ENSG00000042980	ADAM28	protein_coding	ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]	8	24294040	24359018	1
ENSG00000068654	6131.15619652502	0.934548677462292	0.211791464936155	4.41258894802024	1.0214180901123e-05	0.00077045751562654	POLR1A	ENSG00000068654	POLR1A	protein_coding	RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:17264]	2	86020216	86106155	-1
ENSG00000060718	28135.8020977454	0.953433836650387	0.216306849312787	4.40778384817435	1.04433689277093e-05	0.000780909078913321	COL11A1	ENSG00000060718	COL11A1	protein_coding	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	1	102876467	103108872	-1
ENSG00000196739	214.256109376057	1.81228160304817	0.411079510647109	4.40859141871443	1.04045100824232e-05	0.000780909078913321	COL27A1	ENSG00000196739	COL27A1	protein_coding	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]	9	114155537	114312511	1
ENSG00000106484	802.038599924245	-2.08042029784672	0.472215983764431	-4.40565412729561	1.05465130747999e-05	0.000785529109135982	MEST	ENSG00000106484	MEST	protein_coding	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	7	130486171	130506465	1
ENSG00000237457	77.7593291245735	-2.09525566173569	0.476185326694035	-4.40008447190554	1.08208747222575e-05	0.000802815912499364	NA	ENSG00000237457	LINC01351	lncRNA	long intergenic non-protein coding RNA 1351 [Source:HGNC Symbol;Acc:HGNC:50577]	1	190478551	190480735	1
ENSG00000154556	454.036589121448	1.28443500403343	0.291999035783133	4.39876453902875	1.08868865168813e-05	0.000804570566595826	SORBS2	ENSG00000154556	SORBS2	protein_coding	sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]	4	185585444	185956652	-1
ENSG00000177576	1224.75788553703	-0.936735471472306	0.213051607449488	-4.39675383202351	1.09881844261497e-05	0.00080890925118551	C18orf32	ENSG00000177576	C18orf32	protein_coding	chromosome 18 open reading frame 32 [Source:HGNC Symbol;Acc:HGNC:31690]	18	49477250	49487252	-1
ENSG00000091592	46.7037158439464	-2.29852608015335	0.523097429520062	-4.39406877273749	1.11248596193172e-05	0.000815808721041282	NLRP1	ENSG00000091592	NLRP1	protein_coding	NLR family pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14374]	17	5499427	5619424	-1
ENSG00000182752	20.6031794932063	-4.33276784341357	0.988632766284059	-4.38258571956804	1.17278997906883e-05	0.00085672307970978	PAPPA	ENSG00000182752	PAPPA	protein_coding	pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]	9	116153791	116402321	1
ENSG00000187210	142.554648112757	2.47058649360374	0.564602353312006	4.37579914272596	1.20988387732092e-05	0.000880433888197554	GCNT1	ENSG00000187210	GCNT1	protein_coding	glucosaminyl (N-acetyl) transferase 1 [Source:HGNC Symbol;Acc:HGNC:4203]	9	76419850	76651203	1
ENSG00000076716	430.777988723955	-1.27091395911135	0.292120199564368	-4.35065415197796	1.35731993325277e-05	0.000983953339399616	GPC4	ENSG00000076716	GPC4	protein_coding	glypican 4 [Source:HGNC Symbol;Acc:HGNC:4452]	X	133300103	133415489	-1
ENSG00000255745	24.3711837177235	4.23130644863354	0.973065867600272	4.3484275726047	1.37117085041922e-05	0.000990214751407307	NA	ENSG00000255745	AC023796.1	lncRNA	novel transcript	12	24704503	24775565	1
ENSG00000134121	1149.10542630944	-1.3633194889697	0.315242301768584	-4.32467178840263	1.52759124642995e-05	0.00109485058654506	CHL1	ENSG00000134121	CHL1	protein_coding	cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]	3	196763	409417	1
ENSG00000153814	863.119488761948	0.933023716436218	0.215715373823177	4.32525368915533	1.52356422242679e-05	0.00109485058654506	JAZF1	ENSG00000153814	JAZF1	protein_coding	JAZF zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:28917]	7	27830573	28180795	-1
ENSG00000012171	483.164975280484	1.38599554557858	0.321058378146829	4.31695803603894	1.5819421872056e-05	0.00112111298364164	SEMA3B	ENSG00000012171	SEMA3B	protein_coding	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	3	50267558	50277546	1
ENSG00000276128	277.488153870623	-1.22804079315252	0.284468211274716	-4.31697020784714	1.58185499046323e-05	0.00112111298364164	NA	ENSG00000276128	AL591441.1	transcribed_processed_pseudogene	glucoside xylosyltransferase 1 pseudogene 5	9	42974855	43045120	1
ENSG00000285571	65.0299493312677	1.85056885228929	0.428573787022792	4.31797022665523	1.57470665793365e-05	0.00112111298364164	NA	ENSG00000285571	AL513548.4	lncRNA	novel transcript	6	26677003	26683211	1
ENSG00000278872	195.732130451729	1.7367950333779	0.40273001063744	4.31255428575811	1.61379241385324e-05	0.00113943343183326	NA	ENSG00000278872	AC148477.5	TEC	novel transcript	12	132279256	132280900	-1
ENSG00000117519	5065.92007686393	-0.793823956147216	0.184189171108102	-4.30982967875627	1.63380328325984e-05	0.00114928984292423	CNN3	ENSG00000117519	CNN3	protein_coding	calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]	1	94896949	94927223	-1
ENSG00000106025	1329.26598633792	-0.979516912846738	0.227699279448315	-4.30180066981317	1.69415685735077e-05	0.00118298239675232	TSPAN12	ENSG00000106025	TSPAN12	protein_coding	tetraspanin 12 [Source:HGNC Symbol;Acc:HGNC:21641]	7	120787320	120858402	-1
ENSG00000196542	19.5311578976782	-5.85645197993898	1.36127626721021	-4.30217739117802	1.69127818281801e-05	0.00118298239675232	SPTSSB	ENSG00000196542	SPTSSB	protein_coding	serine palmitoyltransferase small subunit B [Source:HGNC Symbol;Acc:HGNC:24045]	3	161344792	161372880	-1
ENSG00000116132	7205.95662030395	1.10641436442858	0.257505635572707	4.29666077780338	1.73390221392866e-05	0.0012063005402618	PRRX1	ENSG00000116132	PRRX1	protein_coding	paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]	1	170662728	170739421	1
ENSG00000170345	624.250986701861	-1.86186769877194	0.433691922158315	-4.29306520053717	1.76223229045487e-05	0.00122153568951129	FOS	ENSG00000170345	FOS	protein_coding	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]	14	75278826	75282230	1
ENSG00000048052	1115.69426363172	-1.43610150455497	0.335535069332374	-4.28003399886764	1.86864764930009e-05	0.00129058999284206	HDAC9	ENSG00000048052	HDAC9	protein_coding	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]	7	18086949	19002416	1
ENSG00000109654	16094.0288108003	0.799798248604666	0.187292625631208	4.27031361170366	1.95198293407566e-05	0.00134326129952533	TRIM2	ENSG00000109654	TRIM2	protein_coding	tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974]	4	153152342	153339317	1
ENSG00000183111	224.066667947559	1.48267660957339	0.348595616626072	4.25328529349757	2.10656914001879e-05	0.00144440677532046	ARHGEF37	ENSG00000183111	ARHGEF37	protein_coding	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]	5	149551947	149634968	1
ENSG00000170919	303.66539356178	1.05242130555236	0.247582150414767	4.25079636714225	2.13011769230243e-05	0.00145529947229856	NA	ENSG00000170919	TPT1-AS1	lncRNA	TPT1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43686]	13	45341345	45417975	1
ENSG00000198373	2284.51795534897	1.04230856465731	0.24555311268666	4.24473774025158	2.18849229424208e-05	0.0014898220123491	WWP2	ENSG00000198373	WWP2	protein_coding	WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16804]	16	69762306	69941741	1
ENSG00000163508	37.9282218189832	-3.91904691649417	0.923772220743	-4.24243858874869	2.21104055075714e-05	0.00149979618501894	EOMES	ENSG00000163508	EOMES	protein_coding	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	3	27715949	27722711	-1
ENSG00000256673	25.556688481833	3.26406780976064	0.770302386196604	4.2373850428753	2.26138136801626e-05	0.00152848456664529	NA	ENSG00000256673	AC141557.1	unprocessed_pseudogene	ovostatin (OVOS) pseudogene	12	9398355	9414851	-1
ENSG00000127249	74.1031581539581	-2.8513489319105	0.67323742695018	-4.23527988458297	2.28267209302961e-05	0.00153011275005008	ATP13A4	ENSG00000127249	ATP13A4	protein_coding	ATPase 13A4 [Source:HGNC Symbol;Acc:HGNC:25422]	3	193398967	193593111	-1
ENSG00000162458	239.120626122415	1.50596810130056	0.355620645606683	4.23476004530446	2.28795883227622e-05	0.00153011275005008	FBLIM1	ENSG00000162458	FBLIM1	protein_coding	filamin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:24686]	1	15756607	15786594	1
ENSG00000169083	694.329620295451	-1.25804212554421	0.297046664036071	-4.23516665176702	2.28382267375563e-05	0.00153011275005008	AR	ENSG00000169083	AR	protein_coding	androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]	X	67544021	67730619	1
ENSG00000072133	36.5363894958398	-3.45210337285674	0.816634923026424	-4.2272296659361	2.36586154171315e-05	0.00157665993900905	RPS6KA6	ENSG00000072133	RPS6KA6	protein_coding	ribosomal protein S6 kinase A6 [Source:HGNC Symbol;Acc:HGNC:10435]	X	84058346	84188199	-1
ENSG00000166886	549.374280759727	-1.16066877483386	0.274728749540038	-4.22478090399022	2.39173352246745e-05	0.00158832848923861	NAB2	ENSG00000166886	NAB2	protein_coding	NGFI-A binding protein 2 [Source:HGNC Symbol;Acc:HGNC:7627]	12	57089043	57095476	1
ENSG00000170854	295.750604393997	1.05834622224153	0.250872929715927	4.21865453335253	2.45764500588644e-05	0.00162641294762373	RIOX2	ENSG00000170854	RIOX2	protein_coding	ribosomal oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:19441]	3	97941818	97972457	-1
ENSG00000162878	455.255925850029	1.49079824591732	0.353701040927644	4.21485399649216	2.49939829720458e-05	0.00164830110620856	PKDCC	ENSG00000162878	PKDCC	protein_coding	protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:25123]	2	42048021	42058517	1
ENSG00000279453	95.3201923062121	-1.65497244722033	0.393046703887982	-4.21062543165861	2.54664681541516e-05	0.00167364923754948	NA	ENSG00000279453	Z99129.4	TEC	TEC	6	122436789	122439223	-1
ENSG00000145569	55.7146467531624	-2.60500473433733	0.619065375714626	-4.20796387026202	2.57682053277541e-05	0.00168763973720701	OTULINL	ENSG00000145569	OTULINL	protein_coding	OTU deubiquitinase with linear linkage specificity like [Source:HGNC Symbol;Acc:HGNC:25629]	5	14581792	14616180	1
ENSG00000134853	11858.5899020865	-1.05318019472366	0.251045766173206	-4.19517210259197	2.72664474512917e-05	0.00177962761664049	PDGFRA	ENSG00000134853	PDGFRA	protein_coding	platelet derived growth factor receptor alpha [Source:HGNC Symbol;Acc:HGNC:8803]	4	54229280	54298245	1
ENSG00000189367	206.49835390241	-4.3998918074141	1.05039041777967	-4.18881563744141	2.80414088590399e-05	0.00182393999472515	KIAA0408	ENSG00000189367	KIAA0408	protein_coding	KIAA0408 [Source:HGNC Symbol;Acc:HGNC:21636]	6	127438406	127459389	-1
ENSG00000197982	841.523860930003	-0.845652898472118	0.201933572910519	-4.18777762550086	2.81699325045894e-05	0.0018260461708521	C1orf122	ENSG00000197982	C1orf122	protein_coding	chromosome 1 open reading frame 122 [Source:HGNC Symbol;Acc:HGNC:24789]	1	37806979	37809454	1
ENSG00000143507	103.651644330916	-2.08414239139301	0.498483720005626	-4.18096380633952	2.90276071077758e-05	0.00187524265917682	DUSP10	ENSG00000143507	DUSP10	protein_coding	dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]	1	221701424	221742089	-1
ENSG00000127328	4245.62479025255	-0.75931476932272	0.181859146247237	-4.17529052011732	2.97606003698639e-05	0.00191607824686381	RAB3IP	ENSG00000127328	RAB3IP	protein_coding	RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]	12	69738681	69823204	1
ENSG00000138760	12356.8954811628	-0.844441456925104	0.202741558519345	-4.16511278246157	3.11198686346009e-05	0.00199682319248978	SCARB2	ENSG00000138760	SCARB2	protein_coding	scavenger receptor class B member 2 [Source:HGNC Symbol;Acc:HGNC:1665]	4	76158737	76234536	-1
ENSG00000225792	208.577422551803	1.32887581330721	0.319208350520971	4.16303587026588	3.14044009727535e-05	0.00200829558139902	LOC105375304	ENSG00000225792	AC004540.2	lncRNA	novel transcript	7	26369310	26376701	-1
ENSG00000101574	821.596967921152	0.930483157178203	0.223699472312759	4.15952325483037	3.18912551721379e-05	0.00203258593786716	METTL4	ENSG00000101574	METTL4	protein_coding	methyltransferase like 4 [Source:HGNC Symbol;Acc:HGNC:24726]	18	2537525	2571509	-1
ENSG00000147202	321.30737879257	-1.80302228327689	0.433715157146776	-4.15715764959239	3.22231636459478e-05	0.0020468713950752	DIAPH2	ENSG00000147202	DIAPH2	protein_coding	diaphanous related formin 2 [Source:HGNC Symbol;Acc:HGNC:2877]	X	96684663	97604997	1
ENSG00000168505	40.4163345741414	-2.42285276265932	0.582974925873373	-4.15601538784806	3.23846022047768e-05	0.00205026916558442	GBX2	ENSG00000168505	GBX2	protein_coding	gastrulation brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:4186]	2	236165236	236168386	-1
ENSG00000255819	37.2651011409679	-4.11895526392968	0.991392357291374	-4.15471758848662	3.25689556941711e-05	0.00205509028405114	NA	ENSG00000255819	KLRC4-KLRK1	protein_coding	KLRC4-KLRK1 readthrough [Source:HGNC Symbol;Acc:HGNC:48357]	12	10372353	10410146	-1
ENSG00000258818	32.3184967655294	2.79317352502841	0.673009809621276	4.1502716380913	3.32080937525646e-05	0.00208848120742536	RNASE4	ENSG00000258818	RNASE4	protein_coding	ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047]	14	20684560	20701216	1
ENSG00000110536	374.637126617164	-1.48343788680794	0.358046058408936	-4.14314821227177	3.4257039206453e-05	0.0021473397546144	PTPMT1	ENSG00000110536	PTPMT1	protein_coding	protein tyrosine phosphatase mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:26965]	11	47565430	47573461	1
ENSG00000050344	418.300601063225	1.03591751709757	0.250358281926846	4.13774015832345	3.50743252649748e-05	0.00219133769657127	NFE2L3	ENSG00000050344	NFE2L3	protein_coding	nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]	7	26152198	26187137	1
ENSG00000228956	14.1133461387348	-4.58745667670508	1.1090100922576	-4.13653284918844	3.52592899632139e-05	0.00219567112875843	NA	ENSG00000228956	SATB1-AS1	lncRNA	SATB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50687]	3	18445024	18920401	1
ENSG00000135093	756.645122978065	-1.07680607225461	0.260442894351476	-4.13451891223965	3.55698962834341e-05	0.00220777464088648	USP30	ENSG00000135093	USP30	protein_coding	ubiquitin specific peptidase 30 [Source:HGNC Symbol;Acc:HGNC:20065]	12	109023089	109088023	1
ENSG00000171735	775.095494917766	-0.886930406045217	0.214750837959027	-4.13004398248	3.62693840420846e-05	0.00224385801664923	CAMTA1	ENSG00000171735	CAMTA1	protein_coding	calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:HGNC:18806]	1	6785454	7769706	1
ENSG00000139292	1037.77817963063	1.22400898443577	0.29689370356813	4.12271789440252	3.74428146825956e-05	0.00230893304956668	LGR5	ENSG00000139292	LGR5	protein_coding	leucine rich repeat containing G protein-coupled receptor 5 [Source:HGNC Symbol;Acc:HGNC:4504]	12	71439798	71586310	1
ENSG00000100106	1065.99528333819	0.944014971729792	0.229710768203686	4.10958083990528	3.9637793912099e-05	0.00243637741026698	TRIOBP	ENSG00000100106	TRIOBP	protein_coding	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:HGNC:17009]	22	37697048	37776556	1
ENSG00000151892	411.133942196659	-2.10893176211016	0.514140430269975	-4.1018594102836	4.09843280361701e-05	0.00251101723351929	GFRA1	ENSG00000151892	GFRA1	protein_coding	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]	10	116056925	116273467	-1
ENSG00000116991	9442.53292400111	-0.80952440668528	0.197462595340815	-4.0996341878727	4.13803688154593e-05	0.00252712972640521	SIPA1L2	ENSG00000116991	SIPA1L2	protein_coding	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	1	232397965	232561558	-1
ENSG00000105088	88.8304978967975	-3.26166817106226	0.79604129398665	-4.09736052099448	4.17887807134374e-05	0.0025438920259305	OLFM2	ENSG00000105088	OLFM2	protein_coding	olfactomedin 2 [Source:NCBI gene;Acc:93145]	19	9853718	9936552	-1
ENSG00000173638	996.692170670882	1.11355221392739	0.271941823320779	4.09481778245583	4.22500545865531e-05	0.00256375490978404	SLC19A1	ENSG00000173638	SLC19A1	protein_coding	solute carrier family 19 member 1 [Source:HGNC Symbol;Acc:HGNC:10937]	21	45493572	45573365	-1
ENSG00000135272	21.2896812428778	4.29487283714958	1.05084593357886	4.08706233702837	4.36869765607994e-05	0.00264250555993396	MDFIC	ENSG00000135272	MDFIC	protein_coding	MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]	7	114922154	115019202	1
