	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	ensembl	external_gene	gene_biotype	description	chromosome_name	start_position	end_position	strand
ENSG00000177822	41.2445058696575	3.59915800493222	0.75455072131923	4.76993514583033	1.84285241219581e-06	8.85726297740715e-05	NA	ENSG00000177822	TENM3-AS1	lncRNA	TENM3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28076]	4	181874438	182145249	-1
ENSG00000125845	59.6475409786733	2.54080262700808	0.532730952711445	4.76939178036519	1.84782978180201e-06	8.86057960568497e-05	BMP2	ENSG00000125845	BMP2	protein_coding	bone morphogenetic protein 2 [Source:HGNC Symbol;Acc:HGNC:1069]	20	6767686	6780246	1
ENSG00000128849	547.131361113581	-1.32921335508547	0.2788984799898	-4.76593976107035	1.8797541913566e-06	8.98239764412858e-05	CGNL1	ENSG00000128849	CGNL1	protein_coding	cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931]	15	57375967	57550727	1
ENSG00000253797	41.6034479587319	21.0089641951114	4.40836264384821	4.76570688312792	1.88192683016774e-06	8.98239764412858e-05	UTP14C	ENSG00000253797	UTP14C	protein_coding	UTP14C small subunit processome component [Source:HGNC Symbol;Acc:HGNC:20321]	13	52024691	52033600	1
ENSG00000105855	6289.47284178092	-0.816188787877938	0.171513173481138	-4.75875276115567	1.94792856462657e-06	9.27599991823442e-05	ITGB8	ENSG00000105855	ITGB8	protein_coding	integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]	7	20330702	20415754	1
ENSG00000166035	163.065796071967	1.60811378912874	0.338468381130293	4.75114923219283	2.02263783951724e-06	9.60962212167878e-05	LIPC	ENSG00000166035	LIPC	protein_coding	lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]	15	58410569	58569844	1
ENSG00000141127	1215.80101316109	-0.939423684079858	0.197815473446731	-4.74898989301174	2.0443515788694e-06	9.69050781662703e-05	PRPSAP2	ENSG00000141127	PRPSAP2	protein_coding	phosphoribosyl pyrophosphate synthetase associated protein 2 [Source:HGNC Symbol;Acc:HGNC:9467]	17	18840085	18931287	1
ENSG00000101096	110.922114418181	2.67674594739452	0.564432361203683	4.74236796360543	2.11234500729357e-06	9.98989342465359e-05	NFATC2	ENSG00000101096	NFATC2	protein_coding	nuclear factor of activated T cells 2 [Source:HGNC Symbol;Acc:HGNC:7776]	20	51386957	51562831	-1
ENSG00000130513	459.018682441175	2.54331464079869	0.536359725153421	4.74180763678927	2.11819702242499e-06	9.99469814211353e-05	GDF15	ENSG00000130513	GDF15	protein_coding	growth differentiation factor 15 [Source:HGNC Symbol;Acc:HGNC:30142]	19	18374731	18389176	1
ENSG00000079691	744.190530706237	-2.09011429498507	0.441112025603975	-4.73828454829193	2.15535022028721e-06	0.000101008215425569	CARMIL1	ENSG00000079691	CARMIL1	protein_coding	capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]	6	25279078	25620530	1
ENSG00000151229	873.254112262467	-1.40391032577208	0.296273636881975	-4.73855973331622	2.15242583152459e-06	0.000101008215425569	SLC2A13	ENSG00000151229	SLC2A13	protein_coding	solute carrier family 2 member 13 [Source:HGNC Symbol;Acc:HGNC:15956]	12	39755025	40106089	-1
ENSG00000205730	1747.51133300715	0.881978884431567	0.186131259396466	4.73847803583019	2.15329363200956e-06	0.000101008215425569	ITPRIPL2	ENSG00000205730	ITPRIPL2	protein_coding	ITPRIP like 2 [Source:HGNC Symbol;Acc:HGNC:27257]	16	19113932	19121629	1
ENSG00000143369	148.558420012911	2.10591305386698	0.444510631581293	4.73759884296906	2.16265381437569e-06	0.000101121190908829	ECM1	ENSG00000143369	ECM1	protein_coding	extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3153]	1	150508062	150513789	1
ENSG00000174705	2315.14601141307	1.00034547168481	0.211340496642004	4.73333548268948	2.20859989062079e-06	0.0001030364197279	SH3PXD2B	ENSG00000174705	SH3PXD2B	protein_coding	SH3 and PX domains 2B [Source:HGNC Symbol;Acc:HGNC:29242]	5	172325000	172454525	-1
ENSG00000006042	920.171809985103	-1.74931315943786	0.369915837822732	-4.72894907591427	2.25684975922499e-06	0.00010505025669798	TMEM98	ENSG00000006042	TMEM98	protein_coding	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	17	32927910	32945106	1
ENSG00000259623	35.8096233445997	20.8184219785778	4.40852026756691	4.72231513411361	2.33175007396491e-06	0.000108292761300298	NA	ENSG00000259623	AC125257.1	lncRNA	novel transcript, sense overlapping to KLHL11	17	41848518	41851447	-1
ENSG00000129667	51.096184007502	2.33387295089307	0.494624182084097	4.71847725086815	2.37616533538344e-06	0.000110108091897689	RHBDF2	ENSG00000129667	RHBDF2	protein_coding	rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]	17	76470891	76501790	-1
ENSG00000135454	447.391673890813	1.7554059226013	0.372267538719202	4.71544182616843	2.41186799081896e-06	0.000111512473750012	B4GALNT1	ENSG00000135454	B4GALNT1	protein_coding	beta-1,4-N-acetyl-galactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4117]	12	57623409	57633239	-1
ENSG00000118564	4014.89774055734	-0.570640527333105	0.121127935626322	-4.71105632554925	2.46436108207967e-06	0.000113685157328885	FBXL5	ENSG00000118564	FBXL5	protein_coding	F-box and leucine rich repeat protein 5 [Source:HGNC Symbol;Acc:HGNC:13602]	4	15604539	15681679	-1
ENSG00000171680	133.787119711627	1.83518150924336	0.389642090115998	4.70991598648138	2.47818922816558e-06	0.000114068456076833	PLEKHG5	ENSG00000171680	PLEKHG5	protein_coding	pleckstrin homology and RhoGEF domain containing G5 [Source:HGNC Symbol;Acc:HGNC:29105]	1	6466092	6520061	-1
ENSG00000181026	4577.54528347219	1.29874108058977	0.276069265292775	4.70440300267557	2.54609878319263e-06	0.000116647973203584	AEN	ENSG00000181026	AEN	protein_coding	apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]	15	88621337	88632281	1
ENSG00000242574	26.1897344394442	-3.63473471326548	0.772690602689214	-4.7039975646338	2.55116291130884e-06	0.000116647973203584	HLA-DMB	ENSG00000242574	HLA-DMB	protein_coding	major histocompatibility complex, class II, DM beta [Source:HGNC Symbol;Acc:HGNC:4935]	6	32934629	32941028	-1
ENSG00000286543	36.6620668433003	2.77793828189275	0.590492251123071	4.70444493828552	2.54557553698943e-06	0.000116647973203584	NA	ENSG00000286543	AC138409.3	lncRNA	novel transcript	5	34245273	34288755	1
ENSG00000264449	48.832488680691	-2.37218520288007	0.504464364268948	-4.70238409469766	2.5714119355287e-06	0.000117314283601703	NA	ENSG00000264449	AP001021.1	lncRNA	novel transcript, antisense to TMEM200C	18	5887487	5989369	1
ENSG00000223960	994.933242570659	0.927065454068013	0.19745586165261	4.69505157410332	2.66539467204697e-06	0.000121334166711883	LOC101927027	ENSG00000223960	PRKRA-AS1	lncRNA	PRKRA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54059]	2	178413635	178440243	1
ENSG00000104290	3621.11931820868	1.11236461815504	0.237091983528065	4.69170067077942	2.70943339386988e-06	0.000123067824068371	FZD3	ENSG00000104290	FZD3	protein_coding	frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]	8	28494205	28574267	1
ENSG00000173598	3089.18919528421	1.11269349321837	0.237257170136261	4.68982030165551	2.73445084008651e-06	0.000123931788403658	NUDT4	ENSG00000173598	NUDT4	protein_coding	nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]	12	93377883	93408146	1
ENSG00000145284	1074.70105229874	-1.2434930013084	0.265201634963189	-4.68885873000367	2.74732962362926e-06	0.000124243022607321	SCD5	ENSG00000145284	SCD5	protein_coding	stearoyl-CoA desaturase 5 [Source:HGNC Symbol;Acc:HGNC:21088]	4	82629539	82798796	-1
ENSG00000140682	498.989805824488	1.32847797237334	0.283704807023421	4.68260649620809	2.83249943837577e-06	0.000127814991032559	TGFB1I1	ENSG00000140682	TGFB1I1	protein_coding	transforming growth factor beta 1 induced transcript 1 [Source:HGNC Symbol;Acc:HGNC:11767]	16	31471585	31477960	1
ENSG00000026103	427.174280551656	1.1929463760088	0.255541165869679	4.66831389748445	3.03681681524623e-06	0.000136736150589747	FAS	ENSG00000026103	FAS	protein_coding	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	10	88990531	89017059	1
ENSG00000166750	3170.61293868632	1.6418553744404	0.352313944834467	4.66020547444359	3.15893877998267e-06	0.000141925625578048	SLFN5	ENSG00000166750	SLFN5	protein_coding	schlafen family member 5 [Source:HGNC Symbol;Acc:HGNC:28286]	17	35243071	35273655	1
ENSG00000135114	749.315744572282	2.09788415569523	0.450464869071302	4.65715375323346	3.20611005510812e-06	0.000143732487004164	OASL	ENSG00000135114	OASL	protein_coding	2'-5'-oligoadenylate synthetase like [Source:HGNC Symbol;Acc:HGNC:8090]	12	121019111	121039242	-1
ENSG00000169855	6393.59950109088	0.690147874102264	0.148445728143268	4.64915954628339	3.33290332207763e-06	0.000149093318089564	ROBO1	ENSG00000169855	ROBO1	protein_coding	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	3	78597239	79767998	-1
ENSG00000147509	42.024811165125	2.48622621952428	0.534854943777804	4.64841215071041	3.34500028069741e-06	0.000149311276028452	RGS20	ENSG00000147509	RGS20	protein_coding	regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]	8	53851795	53959303	1
ENSG00000254535	13.5116783044535	-4.47226785489369	0.963012185432855	-4.64404077388023	3.41660088051012e-06	0.000152178643098066	PABPC4L	ENSG00000254535	PABPC4L	protein_coding	poly(A) binding protein cytoplasmic 4 like [Source:HGNC Symbol;Acc:HGNC:31955]	4	134196333	134201789	-1
ENSG00000019582	69.34390275457	-4.17854470197438	0.900301623784622	-4.64127198217074	3.46270985787105e-06	0.000153900698134669	CD74	ENSG00000019582	CD74	protein_coding	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	5	150400041	150412929	-1
ENSG00000205269	1234.3757733731	-1.14758064898897	0.247383384521957	-4.63887520662129	3.50310489570785e-06	0.000155361950385395	TMEM170B	ENSG00000205269	TMEM170B	protein_coding	transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]	6	11537749	11583524	1
ENSG00000114999	4228.9273626192	0.764139941895529	0.165384040399229	4.62039710755001	3.83006253132315e-06	0.000169498720203117	TTL	ENSG00000114999	TTL	protein_coding	tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]	2	112482156	112541739	1
ENSG00000164056	11319.5023056145	0.698756542186073	0.15132189040804	4.61768314089835	3.88048167236283e-06	0.000171363065646843	SPRY1	ENSG00000164056	SPRY1	protein_coding	sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]	4	123396795	123403760	1
ENSG00000198857	21.5534934952513	7.26644175660305	1.57542993966168	4.61235474435855	3.98132757685814e-06	0.000175441571494514	NA	ENSG00000198857	HSD3BP5	transcribed_unprocessed_pseudogene	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:5223]	1	119601340	119609250	1
ENSG00000155090	898.605361272319	1.28784350687788	0.279507579518366	4.60754412848849	4.07452750448208e-06	0.000179166510500279	KLF10	ENSG00000155090	KLF10	protein_coding	Kruppel like factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]	8	102648784	102655725	-1
ENSG00000133818	240.885899513438	-1.70000653516416	0.369110651340415	-4.60568268347348	4.11114886403406e-06	0.000180393022447966	RRAS2	ENSG00000133818	RRAS2	protein_coding	RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]	11	14277922	14364506	-1
ENSG00000163359	66.313501814324	-1.83683438496815	0.399672103648146	-4.59585337130565	4.30981707009487e-06	0.000188533932272947	COL6A3	ENSG00000163359	COL6A3	protein_coding	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]	2	237324003	237414375	-1
ENSG00000198517	130.846799638231	1.40735636560456	0.30626411795326	4.5952375192034	4.32256606089499e-06	0.000188533932272947	MAFK	ENSG00000198517	MAFK	protein_coding	MAF bZIP transcription factor K [Source:HGNC Symbol;Acc:HGNC:6782]	7	1530702	1543043	1
ENSG00000205809	47.0816379556241	2.33500642605827	0.508144076566623	4.59516608327939	4.32404722007921e-06	0.000188533932272947	KLRC2	ENSG00000205809	KLRC2	protein_coding	killer cell lectin like receptor C2 [Source:HGNC Symbol;Acc:HGNC:6375]	12	10426854	10442300	-1
ENSG00000093100	387.168643065156	1.44857381935773	0.315333574122922	4.5937823886557	4.3528329922228e-06	0.000188991595483758	NA	ENSG00000093100	AC016026.1	lncRNA	novel transcript	22	17787652	17811497	-1
ENSG00000114450	4963.83274240345	1.26130495367728	0.274553379427359	4.59402450739455	4.34778284299568e-06	0.000188991595483758	GNB4	ENSG00000114450	GNB4	protein_coding	G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]	3	179396088	179451476	-1
ENSG00000249550	421.211535592112	1.46712821580637	0.319435672534165	4.5928753171719	4.37180284267102e-06	0.000189417294233715	LINC01234	ENSG00000249550	LINC01234	lncRNA	long intergenic non-protein coding RNA 1234 [Source:HGNC Symbol;Acc:HGNC:49757]	12	113583886	113773726	-1
ENSG00000141314	447.621594033833	1.52215489070248	0.331834600984372	4.58708912870172	4.49468828717905e-06	0.000194334148182279	RHBDL3	ENSG00000141314	RHBDL3	protein_coding	rhomboid like 3 [Source:HGNC Symbol;Acc:HGNC:16502]	17	32265832	32324659	1
ENSG00000079950	967.295483524234	-1.07668096997259	0.234782612692232	-4.58586331256128	4.52114328933337e-06	0.000195069871316603	STX7	ENSG00000079950	STX7	protein_coding	syntaxin 7 [Source:HGNC Symbol;Acc:HGNC:11442]	6	132445867	132513198	-1
ENSG00000131080	618.570850387447	2.16725641177866	0.47275556654881	4.58430648971511	4.55495700670271e-06	0.000196119367619843	EDA2R	ENSG00000131080	EDA2R	protein_coding	ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756]	X	66595637	66639298	-1
ENSG00000126709	9067.82510179795	1.20065676205287	0.262157912281082	4.57989900669313	4.65200507213124e-06	0.00019988147365018	IFI6	ENSG00000126709	IFI6	protein_coding	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	1	27666064	27672198	-1
ENSG00000128342	282.693509624893	1.85455678113302	0.405056918505053	4.57850908454459	4.68301829644732e-06	0.000200796554217172	LIF	ENSG00000128342	LIF	protein_coding	LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]	22	30240453	30246759	-1
ENSG00000180818	118.68714218257	2.23590140073123	0.488624489292002	4.57590941455055	4.74155693813833e-06	0.000202885625756739	HOXC10	ENSG00000180818	HOXC10	protein_coding	homeobox C10 [Source:HGNC Symbol;Acc:HGNC:5122]	12	53985065	53990279	1
ENSG00000146733	910.99642566611	0.875063996422502	0.191258914189906	4.57528476583124	4.75572668695594e-06	0.000203071494709336	PSPH	ENSG00000146733	PSPH	protein_coding	phosphoserine phosphatase [Source:HGNC Symbol;Acc:HGNC:9577]	7	56011051	56051604	-1
ENSG00000182287	4117.55844697775	1.04671710928094	0.228888549976825	4.57304268556429	4.80692162234873e-06	0.000204834328183672	AP1S2	ENSG00000182287	AP1S2	protein_coding	adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]	X	15825806	15854931	-1
ENSG00000173334	1554.79190564443	0.915907080120386	0.200335502365418	4.57186604124587	4.83399951133422e-06	0.00020556433724433	TRIB1	ENSG00000173334	TRIB1	protein_coding	tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]	8	125430358	125438403	1
ENSG00000177469	731.762964065432	1.02541107787157	0.224454730086576	4.56845385916372	4.91335200406521e-06	0.000208509745108862	CAVIN1	ENSG00000177469	CAVIN1	protein_coding	caveolae associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9688]	17	42402449	42423256	-1
ENSG00000122176	462.718916575287	-5.85173487995413	1.28153386809569	-4.56619604493918	4.96654315267382e-06	0.000210311627288976	FMOD	ENSG00000122176	FMOD	protein_coding	fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]	1	203340628	203351758	-1
ENSG00000168003	3653.58337501564	0.727263667378743	0.159285391185143	4.56579013284037	4.97616421078576e-06	0.000210311627288976	SLC3A2	ENSG00000168003	SLC3A2	protein_coding	solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]	11	62856102	62888875	1
ENSG00000148848	1224.09870698566	2.55129694791565	0.558996597862246	4.56406525133159	5.01724734202955e-06	0.000211615205750458	ADAM12	ENSG00000148848	ADAM12	protein_coding	ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]	10	126012381	126388455	-1
ENSG00000114867	8715.83377437612	0.827874138409308	0.18143848347269	4.56283651937555	5.0467111060051e-06	0.000212424395983314	EIF4G1	ENSG00000114867	EIF4G1	protein_coding	eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]	3	184314495	184335358	1
ENSG00000067082	2250.35255592587	0.771126277649286	0.169065337796539	4.56111399119134	5.08829469632006e-06	0.000213739403432615	KLF6	ENSG00000067082	KLF6	protein_coding	Kruppel like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]	10	3775996	3785281	-1
ENSG00000136830	2944.75104392884	0.914045544962773	0.200438570415909	4.56022781975611	5.10981540025645e-06	0.000214208022063083	FAM129B	ENSG00000136830	FAM129B	protein_coding	family with sequence similarity 129 member B [Source:HGNC Symbol;Acc:HGNC:25282]	9	127505339	127578989	-1
ENSG00000213886	41.0194840916122	-3.47334574845541	0.761817339591958	-4.55928943585847	5.13269908999668e-06	0.000214731765370367	UBD	ENSG00000213886	UBD	protein_coding	ubiquitin D [Source:HGNC Symbol;Acc:HGNC:18795]	6	29555515	29559925	-1
ENSG00000186854	16.6746996333222	3.34057901227724	0.733230000153747	4.55597699436299	5.21426435621825e-06	0.000217703437272652	TRABD2A	ENSG00000186854	TRABD2A	protein_coding	TraB domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27013]	2	84821650	84907008	-1
ENSG00000150893	10549.768530104	1.17384759666453	0.257848805763381	4.55246474068115	5.30210492061431e-06	0.000220924601601484	FREM2	ENSG00000150893	FREM2	protein_coding	FRAS1 related extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:25396]	13	38687077	38887131	1
ENSG00000228782	12.8563558159344	-5.22210383823881	1.14726376059645	-4.55179010929786	5.31913870513255e-06	0.000221188409696126	NA	ENSG00000228782	MRPL45P2	transcribed_unprocessed_pseudogene	mitochondrial ribosomal protein L45 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29716]	17	47450568	47492492	-1
ENSG00000171943	2738.38483705968	0.962914093995867	0.21158380006472	4.55098213427176	5.33960824247291e-06	0.000221593742062626	SRGAP2C	ENSG00000171943	SRGAP2C	protein_coding	SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:HGNC:30584]	1	121184810	121392822	1
ENSG00000139278	380.489332868564	2.60945589502511	0.573626269917508	4.54905228695396	5.38880535061478e-06	0.000223187254872055	GLIPR1	ENSG00000139278	GLIPR1	protein_coding	GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]	12	75480753	75503863	1
ENSG00000033170	1869.64869855333	-1.2599425464726	0.277036635170812	-4.54792755368171	5.41767774369114e-06	0.00022393429185773	FUT8	ENSG00000033170	FUT8	protein_coding	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	14	65410592	65744121	1
ENSG00000182253	1716.37022466275	0.846964024014482	0.186312777035584	4.54592560687729	5.46943537762466e-06	0.000225622397104529	SYNM	ENSG00000182253	SYNM	protein_coding	synemin [Source:HGNC Symbol;Acc:HGNC:24466]	15	99098217	99135593	1
ENSG00000167670	2145.30138629033	0.850622949873733	0.187142170855194	4.54533014117873	5.48492145859149e-06	0.000225810501563168	CHAF1A	ENSG00000167670	CHAF1A	protein_coding	chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910]	19	4402640	4445018	1
ENSG00000143995	2562.56347190396	-1.32326132308602	0.291660598484093	-4.53699035784632	5.70627144554544e-06	0.000234456286212898	MEIS1	ENSG00000143995	MEIS1	protein_coding	Meis homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7000]	2	66433452	66573869	1
ENSG00000133874	276.981103119249	1.46576344210312	0.323169492560528	4.53558728730743	5.74434141421108e-06	0.000235552190491072	RNF122	ENSG00000133874	RNF122	protein_coding	ring finger protein 122 [Source:HGNC Symbol;Acc:HGNC:21147]	8	33547754	33567128	-1
ENSG00000179833	691.204402679356	1.2466347250219	0.27507811213835	4.53192991376539	5.84472431266321e-06	0.000239193895781803	SERTAD2	ENSG00000179833	SERTAD2	protein_coding	SERTA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30784]	2	64631621	64751005	-1
ENSG00000204252	22.7664353627773	-4.07107304978919	0.898495456465269	-4.53098902225396	5.87081895539647e-06	0.000239786986860037	HLA-DOA	ENSG00000204252	HLA-DOA	protein_coding	major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]	6	33004182	33009591	-1
ENSG00000225342	17.0834151377954	-3.55028391512948	0.784404922061822	-4.52608571832708	6.00862161225788e-06	0.000244931327141092	NA	ENSG00000225342	AC079630.1	lncRNA	novel transcript, antisense to LRRK2	12	40186009	40224915	-1
ENSG00000259332	26.3317289707874	-2.74719474978137	0.607615408697581	-4.52127235494235	6.14690402587069e-06	0.000250074932091869	ST20-MTHFS	ENSG00000259332	ST20-MTHFS	protein_coding	ST20-MTHFS readthrough [Source:HGNC Symbol;Acc:HGNC:44655]	15	79845150	79923754	-1
ENSG00000088543	88.1667689837872	-2.81911524003312	0.624212098551615	-4.51627779495853	6.29360915054835e-06	0.000255540314959494	C3orf18	ENSG00000088543	C3orf18	protein_coding	chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]	3	50558025	50571027	-1
ENSG00000151576	1079.85700785824	0.910529064446367	0.201720156078372	4.51382292254726	6.36693835776998e-06	0.000258010813803985	QTRT2	ENSG00000151576	QTRT2	protein_coding	queuine tRNA-ribosyltransferase accessory subunit 2 [Source:HGNC Symbol;Acc:HGNC:25771]	3	114005833	114088422	1
ENSG00000120539	1281.83476089218	1.12554290624318	0.249412233172099	4.51278147799004	6.39829356809806e-06	0.000258774037518361	MASTL	ENSG00000120539	MASTL	protein_coding	microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]	10	27154824	27186924	1
ENSG00000227157	30.2468401290902	-3.04726281847271	0.676607719583977	-4.50373640482017	6.67690161544778e-06	0.000269514698606366	NA	ENSG00000227157	AC068535.1	lncRNA	novel transcript	2	104406471	104416720	1
ENSG00000133169	1146.8035061848	-1.56597888280108	0.347903329419533	-4.50118969948885	6.75741618386872e-06	0.000271703346832714	BEX1	ENSG00000133169	BEX1	protein_coding	brain expressed X-linked 1 [Source:HGNC Symbol;Acc:HGNC:1036]	X	103062651	103064171	-1
ENSG00000145248	533.815575826864	1.03839956540898	0.230677508214473	4.50152064432534	6.74690103962714e-06	0.000271703346832714	SLC10A4	ENSG00000145248	SLC10A4	protein_coding	solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]	4	48483343	48489526	1
ENSG00000279718	44.3500535351174	2.72223378009856	0.605993787152167	4.49218100550426	7.04974660079974e-06	0.000282907015531511	NA	ENSG00000279718	SNX18P12	processed_pseudogene	sorting nexin 18 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:39620]	21	9364467	9365225	-1
ENSG00000138356	27.0618507663598	-2.65021397187838	0.590693181603614	-4.48661683326627	7.23630434572303e-06	0.000289553305150352	AOX1	ENSG00000138356	AOX1	protein_coding	aldehyde oxidase 1 [Source:HGNC Symbol;Acc:HGNC:553]	2	200586014	200677064	1
ENSG00000159403	1103.59744035208	-0.881055046187918	0.196383160183071	-4.48640833239769	7.24338601455131e-06	0.000289553305150352	C1R	ENSG00000159403	C1R	protein_coding	complement C1r [Source:HGNC Symbol;Acc:HGNC:1246]	12	7080214	7092540	-1
ENSG00000188158	418.82824461304	2.85142549198173	0.636177695813379	4.48212112865111	7.39047731210158e-06	0.000294862923955991	NHS	ENSG00000188158	NHS	protein_coding	NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]	X	17375420	17735994	1
ENSG00000159899	905.894523900418	-1.08582983917149	0.242312435307187	-4.48111479625446	7.42541557760072e-06	0.000295686057306887	NPR2	ENSG00000159899	NPR2	protein_coding	natriuretic peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:7944]	9	35792154	35809732	1
ENSG00000105939	5505.48634959884	0.709904768432017	0.158794463390551	4.47058891899792	7.80045039532979e-06	0.000310022900615924	ZC3HAV1	ENSG00000105939	ZC3HAV1	protein_coding	zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]	7	139043515	139109720	-1
ENSG00000279099	35.6607853188147	3.06498697316713	0.68643772401097	4.46506196550199	8.00455813844715e-06	0.000317524382048536	NA	ENSG00000279099	AC090740.1	TEC	TEC	8	35254344	35256605	1
ENSG00000141622	311.180687384887	1.46005846487866	0.327306494568263	4.46082949501068	8.16430283482666e-06	0.000323240702466212	RNF165	ENSG00000141622	RNF165	protein_coding	ring finger protein 165 [Source:HGNC Symbol;Acc:HGNC:31696]	18	46326809	46463140	1
ENSG00000122863	1577.3940314763	0.834546383400945	0.187185199643724	4.45839940865713	8.25739314661969e-06	0.000326301231665753	CHST3	ENSG00000122863	CHST3	protein_coding	carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971]	10	71964395	72013558	1
ENSG00000120694	3785.2406217802	-1.04029796405879	0.233655979866891	-4.45226338590362	8.49698494113595e-06	0.000335128220951253	HSPH1	ENSG00000120694	HSPH1	protein_coding	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]	13	31134974	31162388	-1
ENSG00000075618	3977.08351231545	1.38040232549332	0.310367541950689	4.44763752297473	8.68198744855853e-06	0.000341772637332113	FSCN1	ENSG00000075618	FSCN1	protein_coding	fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]	7	5592816	5606655	1
ENSG00000135324	60.448513603017	2.87504365893214	0.646795025656827	4.44506148762123	8.786673299102e-06	0.000345236078084679	MRAP2	ENSG00000135324	MRAP2	protein_coding	melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]	6	84033772	84090881	1
ENSG00000097021	634.260505861139	1.26005652573919	0.283547399821286	4.44390083116041	8.83423365854213e-06	0.000346446123379678	ACOT7	ENSG00000097021	ACOT7	protein_coding	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	1	6264269	6394391	-1
ENSG00000269416	221.505606707651	1.55551623578911	0.350147521092726	4.44245965510401	8.89363132716803e-06	0.000348114921663981	LINC01224	ENSG00000269416	LINC01224	lncRNA	long intergenic non-protein coding RNA 1224 [Source:HGNC Symbol;Acc:HGNC:49676]	19	23399233	23416075	-1
ENSG00000286033	103.990896820819	1.56148331597629	0.351616731027381	4.44086750768038	8.95969487893141e-06	0.00035003783376725	NA	ENSG00000286033	CR381670.2	lncRNA	novel transcript	21	8762386	8836565	-1
